strategy_name,variety_name,sector,side,entry_date,exit_date,entry_price,exit_price,holding_days,pnl_ratio,entry_main_score,exit_reason
策略2_仅板块互斥_6板块槽位,焦煤,黑色系,short,2025-09-23,2025-10-15,1217.5,1151.0,10,0.05462012320328542,0.7,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,玉米,农产品,long,2025-09-24,2025-10-13,2164.0,2092.0,7,-0.033271719038817,0.16666666666666666,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,豆粕,油脂油料,long,2025-09-26,2025-09-29,2937.0,2933.0,1,-0.001361933946203609,0.4666666666666667,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,甲醇,化工能化,long,2025-09-29,2025-10-21,2359.0,2268.0,10,-0.03857566765578635,0.13333333333333333,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,棕榈油,油脂油料,short,2025-10-17,2025-11-05,9308.0,8590.0,13,0.07713794585302965,0.8,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,焦煤,黑色系,long,2025-10-17,2025-10-27,1179.0,1263.5,6,0.07167090754877015,0.6,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,玉米,农产品,long,2025-10-17,2025-10-24,2117.0,2133.0,5,0.007557864903164856,0.5,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,沪锌,有色金属,short,2025-10-20,2025-10-22,21850.0,22000.0,2,-0.006864988558352402,0.9,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,橡胶,化工能化,long,2025-10-22,2025-10-31,15150.0,15085.0,7,-0.0042904290429042905,1.0,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,沪锌,有色金属,long,2025-10-24,2025-10-30,22355.0,22365.0,4,0.00044732721986132855,1.0,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,沪铝,有色金属,short,2025-10-31,2025-11-04,21300.0,21465.0,2,-0.007746478873239437,0.3333333333333333,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,橡胶,化工能化,short,2025-11-03,2025-11-07,15095.0,14995.0,4,0.006624710168930109,1.0,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,沪金,贵金属,long,2025-11-03,2025-11-17,922.58,932.32,10,0.010557350040104933,0.3,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,焦煤,黑色系,short,2025-11-04,2025-11-26,1253.0,1084.5,16,0.13447725458898643,0.36666666666666664,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,玉米,农产品,long,2025-11-04,2025-11-17,2135.0,2182.0,9,0.022014051522248244,0.8666666666666667,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,棕榈油,油脂油料,long,2025-11-07,2025-11-14,8660.0,8644.0,5,-0.0018475750577367205,0.8666666666666667,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,沪锌,有色金属,short,2025-11-11,2025-11-21,22675.0,22390.0,8,0.01256890848952591,0.7,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,橡胶,化工能化,long,2025-11-12,2025-11-18,15220.0,15295.0,4,0.00492772667542707,0.9666666666666667,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,沪金,贵金属,short,2025-11-18,2025-11-25,921.34,946.5,5,-0.027308051316560625,1.0,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,玉米,农产品,short,2025-11-18,2025-11-24,2168.0,2220.0,4,-0.023985239852398525,0.6666666666666666,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,甲醇,化工能化,long,2025-11-24,2025-12-03,2077.0,2128.0,7,0.02455464612421762,0.9333333333333333,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,豆粕,油脂油料,long,2025-11-27,2025-12-04,3055.0,2833.0,5,-0.07266775777414075,0.8,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,沪铝,有色金属,long,2025-11-28,2025-12-09,21610.0,21825.0,7,0.00994909763998149,0.7333333333333333,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,玉米,农产品,short,2025-12-02,2025-12-05,2243.0,2295.0,3,-0.0231832367365136,0.7666666666666667,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,沪金,贵金属,short,2025-12-04,2025-12-11,953.42,957.9,5,-0.0046988735289799025,0.2,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,甲醇,化工能化,short,2025-12-04,2025-12-12,2113.0,2099.0,6,0.006625650733554188,0.7333333333333333,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,棕榈油,油脂油料,short,2025-12-10,2025-12-22,8528.0,8414.0,8,0.013367729831144466,0.8,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,沪铝,有色金属,short,2025-12-10,2025-12-22,21990.0,22220.0,8,-0.010459299681673489,0.7666666666666667,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,玉米,农产品,short,2025-12-11,2025-12-17,2236.0,2206.0,4,0.013416815742397137,0.9666666666666667,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,焦煤,黑色系,short,2025-12-15,2025-12-16,1061.0,1067.5,1,-0.006126295947219604,0.9333333333333333,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,PTA,化工能化,long,2025-12-16,2025-12-29,4668.0,5122.0,9,0.0972579263067695,0.8666666666666667,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,棕榈油,油脂油料,long,2025-12-23,2026-01-05,8486.0,8488.0,7,0.00023568230025925054,0.5,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,沪铝,有色金属,long,2025-12-23,2026-01-09,22195.0,24385.0,11,0.09867087181797703,0.8333333333333334,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,玉米,农产品,long,2025-12-25,2026-01-06,2189.0,2222.0,6,0.01507537688442211,0.8,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,铁矿石,黑色系,short,2025-12-26,2025-12-29,783.0,796.5,1,-0.017241379310344827,0.5666666666666667,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,PTA,化工能化,short,2025-12-30,2026-01-12,5144.0,5142.0,7,0.00038880248833592535,0.9333333333333333,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,沪金,贵金属,short,2025-12-30,2026-01-08,984.84,997.94,5,-0.01330165306039562,0.9333333333333333,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,焦煤,黑色系,short,2025-12-30,2026-01-07,1119.5,1164.0,4,-0.03974988834301027,0.5666666666666667,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,玉米,农产品,short,2026-01-07,2026-01-09,2248.0,2263.0,2,-0.0066725978647686835,0.5,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,沪锌,有色金属,short,2026-01-12,2026-01-15,24175.0,25090.0,3,-0.03784901758014478,0.5333333333333333,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,焦煤,黑色系,long,2026-01-12,2026-01-15,1238.0,1187.5,3,-0.04079159935379645,0.8,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,橡胶,化工能化,short,2026-01-13,2026-01-23,15975.0,16315.0,8,-0.021283255086071987,0.6666666666666666,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,沪金,贵金属,long,2026-01-13,2026-01-20,1030.44,1060.16,5,0.028842048057140662,0.8666666666666667,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,豆粕,油脂油料,short,2026-01-14,2026-01-22,2751.0,2768.0,6,-0.0061795710650672485,0.7,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,玉米,农产品,short,2026-01-15,2026-01-26,2295.0,2293.0,7,0.0008714596949891067,0.2,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,焦煤,黑色系,short,2026-01-16,2026-01-26,1171.0,1159.5,6,0.00982066609735269,0.8,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,沪锌,有色金属,short,2026-01-20,2026-01-27,24410.0,24950.0,5,-0.02212208111429742,0.43333333333333335,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,豆粕,油脂油料,long,2026-01-23,2026-01-30,2751.0,2767.0,5,0.0058160668847691745,0.7666666666666667,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,甲醇,化工能化,long,2026-01-27,2026-02-02,2304.0,2252.0,4,-0.022569444444444444,1.0,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,铁矿石,黑色系,long,2026-01-27,2026-02-03,788.0,777.5,5,-0.0133248730964467,0.9333333333333333,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,沪铜,有色金属,long,2026-01-28,2026-02-03,103060.0,104500.0,4,0.01397244323694935,0.5666666666666667,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,玉米,农产品,short,2026-01-29,2026-02-05,2281.0,2273.0,5,0.0035072336694432268,0.5666666666666667,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,棕榈油,油脂油料,short,2026-02-02,2026-02-26,9014.0,8714.0,12,0.033281562014643884,0.8666666666666667,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,沪金,贵金属,short,2026-02-02,2026-02-10,1008.6,1121.22,6,-0.11165972635336109,0.9666666666666667,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,甲醇,化工能化,short,2026-02-03,2026-02-12,2247.0,2231.0,7,0.007120605251446373,0.9,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,沪锌,有色金属,short,2026-02-04,2026-02-12,24885.0,24670.0,6,0.008639742816958007,0.8,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,焦煤,黑色系,short,2026-02-09,2026-03-03,1147.0,1127.0,10,0.017436791630340016,0.4,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,玉米,农产品,long,2026-02-09,2026-02-26,2274.0,2342.0,7,0.02990325417766051,0.16666666666666666,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,沪铝,有色金属,long,2026-02-13,2026-03-13,23265.0,25070.0,14,0.07758435418009886,0.4,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,焦煤,黑色系,long,2026-03-04,2026-03-17,1097.0,1176.0,9,0.07201458523245215,0.8,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,甲醇,化工能化,long,2026-03-04,2026-03-10,2553.0,2549.0,4,-0.0015667841754798276,0.9666666666666667,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,PTA,化工能化,short,2026-03-16,2026-03-30,6982.0,6768.0,10,0.030650243483242624,0.26666666666666666,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,沪铝,有色金属,short,2026-03-17,2026-03-26,24990.0,23725.0,7,0.05062024809923969,0.7666666666666667,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,豆粕,油脂油料,short,2026-03-17,2026-03-31,3070.0,2915.0,10,0.050488599348534204,0.6333333333333333,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,铁矿石,黑色系,short,2026-03-18,2026-04-16,811.0,782.5,20,0.03514180024660912,0.1,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,沪金,贵金属,long,2026-03-26,2026-04-10,995.98,1048.36,10,0.05259141749834322,0.6666666666666666,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,沪锌,有色金属,long,2026-03-27,2026-04-07,23380.0,23730.0,6,0.014970059880239521,1.0,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,棕榈油,油脂油料,short,2026-04-08,2026-04-20,9568.0,9486.0,8,0.008570234113712374,0.8,final_close
策略2_仅板块互斥_6板块槽位,沪铝,有色金属,short,2026-04-08,2026-04-14,24780.0,24960.0,4,-0.007263922518159807,0.7333333333333333,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,橡胶,化工能化,short,2026-04-13,2026-04-20,16795.0,17080.0,5,-0.01696933611193808,0.7,final_close
策略2_仅板块互斥_6板块槽位,沪金,贵金属,short,2026-04-13,2026-04-20,1043.4,1054.96,5,-0.011079164270653578,0.2,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,焦煤,黑色系,long,2026-04-17,2026-04-20,1226.0,1263.5,1,0.030587275693311582,1.0,final_close
